"id_producto";"referencia";"categoria_01";"categoria_02";"categoria_03";"categoria_04";"categoria_05";"categoria_06";"categoria_07";"categoria_08";"categoria_09";"categoria_10";"categoria_11";"categoria_12";"categoria_13";"categoria_14";"categoria_15";"categoria_16";"categoria_17";"categoria_18";"categoria_19";"categoria_20";"categoria_21";"categoria_22";"categoria_23";"categoria_24";"categoria_25";"categoria_26";"categoria_27";"categoria_28";"categoria_29";"categoria_30";"categoria_31";"categoria_32";"categoria_33";"categoria_34";"categoria_35";"categoria_36";"categoria_37";"categoria_38";"categoria_39";"categoria_40";"categoria_41";"categoria_42";"categoria_43";"categoria_44";"categoria_45";"categoria_46";"categoria_47";"categoria_48";"categoria_49";"categoria_50"
"12662";"D-205168";"Juguetes XXX|Arneses"
"12663";"D-205169";"Juguetes XXX|Arneses"
"12665";"D-205171";"Juguetes XXX|Arneses"
"12666";"D-205172";"Juguetes XXX|Arneses"
"12667";"D-205173";"Juguetes XXX|Arneses"
"12668";"D-205174";"Juguetes XXX|Arneses"
"12669";"D-205175";"Juguetes XXX|Arneses"
"12721";"D-205229";"Juguetes XXX|Arneses"
"12828";"D-205336";"Juguetes XXX|Arneses"
"12830";"D-205338";"Juguetes XXX|Arneses"
"12831";"D-205339";"Juguetes XXX|Arneses"
"12834";"D-205342";"Juguetes XXX|Acuaticos";"Juguetes XXX|Arneses"
"12835";"D-205343";"Juguetes XXX|Arneses"
"13902";"D-207145";"Juguetes XXX|Arneses"
"13903";"D-207146";"Juguetes XXX|Arneses"
"13904";"D-207147";"Juguetes XXX|Arneses"
"13926";"D-207169";"Juguetes XXX|Arneses"
"13927";"D-207170";"Juguetes XXX|Arneses"
"13928";"D-207171";"Juguetes XXX|Arneses"
"14095";"D-207335";"Juguetes XXX|Arneses"
"14557";"D-207813";"Juguetes XXX|Arneses"
"14574";"D-207830";"Juguetes XXX|Arneses"
"14575";"D-207831";"Juguetes XXX|Arneses"
"14924";"D-208348";"Juguetes XXX|Arneses"
"16100";"D-210025";"Juguetes XXX|Arneses"
"16908";"D-210656";"Juguetes XXX|Arneses"
"16909";"D-210657";"Juguetes XXX|Arneses"
"16927";"D-210705";"Juguetes XXX|Arneses"
"16929";"D-210707";"Juguetes XXX|Arneses"
"16932";"D-210708";"Juguetes XXX|Arneses"
"16934";"D-210710";"Juguetes XXX|Arneses"
"16935";"D-210711";"Juguetes XXX|Arneses"
"16938";"D-210713";"Juguetes XXX|Arneses"
"16939";"D-210714";"Juguetes XXX|Arneses"
"16942";"D-210716";"Juguetes XXX|Arneses"
"16944";"D-210717";"Juguetes XXX|Arneses"
"16945";"D-210718";"Juguetes XXX|Arneses"
"17171";"D-210963";"Juguetes XXX|Arneses"
"17610";"D-211419";"Juguetes XXX";"Juguetes XXX|Arneses"
"48";"D21-149014";"Juguetes XXX|Arneses"
"56";"D21-149015";"Juguetes XXX|Arneses"
"51";"D21-149030";"Juguetes XXX|Arneses"
"50";"D21-149031";"Juguetes XXX|Arneses"
"17812";"D-211632";"Juguetes XXX|Arneses"
"49";"D21-194037";"Juguetes XXX|Arneses"
"69";"D21-194165";"Juguetes XXX|Arneses"
"20269";"D-212731";"Juguetes XXX|Arneses"
"20724";"D-213365";"Juguetes XXX|Arneses"
"21163";"D-213810";"Juguetes XXX|Arneses"
"21309";"D-213956";"Juguetes XXX|Arneses"
"21320";"D-213965";"Juguetes XXX|Arneses"
"22963";"D-215733";"Juguetes XXX|Arneses"
"3149";"PD1943-12";"Juguetes XXX|Arneses"
"10797";"PD2163-11";"Juguetes XXX|Arneses"
"11767";"PD2164-12";"Juguetes XXX|Arneses"
"10794";"PD2189-00";"Juguetes XXX|Arneses"
"11768";"PD2197-12";"Juguetes XXX|Arneses"
"10795";"PD2197-14";"Juguetes XXX|Arneses"
"15322";"PD3350-13";"Juguetes XXX|Arneses"
"3197";"PD3350-23";"Juguetes XXX|Arneses"
"15326";"PD3352-11";"Juguetes XXX|Arneses"
"15327";"PD3352-12";"Juguetes XXX|Arneses"
"3204";"PD3366-21";"Juguetes XXX|Alargamiento Pene";"Juguetes XXX|Arneses"
"3206";"PD3367-21";"Juguetes XXX|Alargamiento Pene";"Juguetes XXX|Arneses"
"2195";"PD3372-23";"Juguetes XXX|Arneses"
"15306";"PD3376-12";"Juguetes XXX|Arneses"
"15308";"PD3378-21";"Juguetes XXX|Arneses"
"14727";"PD3382-23";"Juguetes XXX|Arneses"
"8384";"PD3461-23";"Juguetes XXX|Arneses"
"8385";"PD3462-23";"Juguetes XXX|Arneses"
"8386";"PD3463-23";"Juguetes XXX|Arneses"
"8387";"PD3464-23";"Juguetes XXX|Arneses"
"8388";"PD3465-23";"Juguetes XXX|Arneses"
"8389";"PD3466-23";"Juguetes XXX|Arneses"
"8390";"PD3467-23";"Juguetes XXX|Arneses"
"8391";"PD3468-23";"Juguetes XXX|Arneses"
"8392";"PD3469-23";"Juguetes XXX|Arneses"
"8395";"PD3472-23";"Juguetes XXX|Arneses"
"16410";"PD3683-15";"Juguetes XXX|Arneses"
"15313";"PD3873-00";"Juguetes XXX|Arneses"
"2181";"PD3883-24";"Juguetes XXX|Arneses"
"2182";"PD3922-01";"Juguetes XXX|Arneses"
"7559";"PD3928-12";"Juguetes XXX|Arneses"
"14726";"PD3956-23";"Juguetes XXX|Arneses"
"15283";"PD3958-23";"Juguetes XXX|Arneses"
"10093";"PD3966-23";"Juguetes XXX|Arneses"
"6584";"PD4536-11";"Juguetes XXX|Arneses"
"6583";"PD4536-23";"Juguetes XXX|Arneses"
"6582";"PD4537-23";"Juguetes XXX|Arneses"
"7606";"PD4538-12";"Juguetes XXX|Arneses"
"3224";"PD4539-23";"Juguetes XXX|Arneses"
"3225";"PD4540-12";"Juguetes XXX|Arneses"
"7588";"PD4560-23";"Juguetes XXX|Arneses"
"7589";"PD4561-23";"Juguetes XXX|Arneses"
"7590";"PD4562-23";"Juguetes XXX|Arneses"
"16373";"PD5314-23";"Juguetes XXX|Arneses"
"16673";"PD5630-23";"Juguetes XXX|Arneses"
"16675";"PD5631-23";"Juguetes XXX|Arneses"
"2462";"D-194231";"Juguetes XXX|Arneses";"Juguetes XXX|Anal"
"10950";"D-202627";"Juguetes XXX|Anal"
"12833";"D-205341";"Juguetes XXX|Arneses";"Juguetes XXX|Anal"
"17756";"D-211575";"Juguetes XXX|Anal"
"2200";"D81142";"Juguetes XXX|Anal"
"10114";"PD4663-23";"Juguetes XXX|Arneses";"Juguetes XXX|Anal"
"14861";"D-208285";"Juguetes XXX|Anal";"Juguetes XXX|Bocas y Manos"
"14863";"D-208287";"Juguetes XXX|Anal";"Juguetes XXX|Bocas y Manos"
"21824";"D-214704";"Juguetes XXX|Anal";"Juguetes XXX|Bocas y Manos"
"3558";"D-195150";"Juguetes XXX|Fetish / Bondage"
"3559";"D-195151";"Juguetes XXX|Fetish / Bondage"
"6759";"D-197163";"Juguetes XXX|Fetish / Bondage"
"7044";"D-197621";"Juguetes XXX|Fetish / Bondage"
"12823";"D-205331";"Juguetes XXX|Arneses";"Juguetes XXX|Fetish / Bondage"
"2193";"PD2126-00";"Juguetes XXX|Fetish / Bondage"
"4091";"PD2154-23";"Juguetes XXX|Fetish / Bondage"
"1531";"PD2159-19";"Juguetes XXX|Fetish / Bondage"
"1522";"PD3386-00";"Juguetes XXX|Arneses";"Juguetes XXX|Fetish / Bondage"
"1558";"PD3772-11";"Juguetes XXX|Arneses";"Juguetes XXX|Fetish / Bondage"
"1559";"PD3772-12";"Juguetes XXX|Arneses";"Juguetes XXX|Fetish / Bondage"
"1520";"PD3862-00";"Juguetes XXX|Fetish / Bondage"
"1494";"PD3919-23";"Juguetes XXX|Fetish / Bondage"
"1498";"PD3925-01";"Juguetes XXX|Arneses";"Juguetes XXX|Fetish / Bondage"
"7560";"PD3964-23";"Juguetes XXX|Arneses";"Juguetes XXX|Fetish / Bondage"
"3265";"PD4431-00";"Juguetes XXX|Fetish / Bondage"
"12821";"D-205329";"Juguetes XXX|Fetish / Bondage";"Juguetes XXX|Columpios"
"1532";"PD2104-00";"Juguetes XXX|Fetish / Bondage";"Juguetes XXX|Columpios"
"10152";"PD2125-19";"Juguetes XXX|Fetish / Bondage";"Juguetes XXX|Columpios"
"10153";"PD2127-23";"Juguetes XXX|Fetish / Bondage";"Juguetes XXX|Columpios"
"3160";"PD2128-11";"Juguetes XXX|Columpios"
"2190";"PD2128-12";"Juguetes XXX|Columpios"
"1542";"PD2128-23";"Juguetes XXX|Fetish / Bondage";"Juguetes XXX|Columpios"
"7562";"PD2146-23";"Juguetes XXX|Arneses";"Juguetes XXX|Columpios"
"1526";"PD2185-00";"Juguetes XXX|Fetish / Bondage";"Juguetes XXX|Columpios"
"3175";"PD2185-01";"Juguetes XXX|Fetish / Bondage";"Juguetes XXX|Columpios"
"1556";"PD3849-00";"Juguetes XXX|Arneses";"Juguetes XXX|Fetish / Bondage";"Juguetes XXX|Columpios"
"15289";"PD3880-23";"Juguetes XXX|Columpios"
"16063";"D-209989";"Juguetes XXX|Control remoto"
"22848";"D-215618";"Juguetes XXX|Control remoto"
"10183";"PD3336-23";"Juguetes XXX|Arneses";"Juguetes XXX|Control remoto"
"17943";"D-211768";"Juguetes XXX|Alargamiento Pene";"Juguetes XXX|Desarrolladores"
"17944";"D-211769";"Juguetes XXX|Alargamiento Pene";"Juguetes XXX|Desarrolladores"
"17945";"D-211770";"Juguetes XXX|Alargamiento Pene";"Juguetes XXX|Desarrolladores"
"17946";"D-211771";"Juguetes XXX|Alargamiento Pene";"Juguetes XXX|Desarrolladores"
"17947";"D-211772";"Juguetes XXX|Alargamiento Pene";"Juguetes XXX|Desarrolladores"
"14576";"D-207832";"Juguetes XXX|Cristal";"Juguetes XXX|Dildos"
"17149";"D-210934";"Juguetes XXX|Dildos"
"21800";"D-214688";"Juguetes XXX|Acuaticos";"Juguetes XXX|Cristal";"Juguetes XXX|Dildos"
"21804";"D-214692";"Juguetes XXX|Acuaticos";"Juguetes XXX|Anal";"Juguetes XXX|Cristal";"Juguetes XXX|Dildos"
"21809";"D-214697";"Juguetes XXX|Acuaticos";"Juguetes XXX|Anal";"Juguetes XXX|Cristal";"Juguetes XXX|Dildos"
"21810";"D-214698";"Juguetes XXX|Acuaticos";"Juguetes XXX|Cristal";"Juguetes XXX|Dildos"
"21812";"D-214700";"Juguetes XXX|Acuaticos";"Juguetes XXX|Cristal";"Juguetes XXX|Dildos"
"21814";"D-214702";"Juguetes XXX|Acuaticos";"Juguetes XXX|Cristal";"Juguetes XXX|Dildos"
"22314";"D-216069";"Juguetes XXX|Dildos"
"22315";"D-216070";"Juguetes XXX|Dildos"
"23205";"D-216226";"Juguetes XXX|Anal";"Juguetes XXX|Dildos"
"23207";"D-216227";"Juguetes XXX|Anal";"Juguetes XXX|Dildos"
"23216";"D-216233";"Juguetes XXX|Anal";"Juguetes XXX|Dildos"
"4093";"PD3740-23";"Juguetes XXX|Arneses";"Juguetes XXX|Anal";"Juguetes XXX|Fetish / Bondage";"Juguetes XXX|Dildos"
"6502";"PD4209-11";"Juguetes XXX|Anal";"Juguetes XXX|Dildos"
"6457";"PD4209-20";"Juguetes XXX|Dildos"
"6461";"PD4209-23";"Juguetes XXX|Dildos"
"6524";"PD4224-23";"Juguetes XXX|Anal";"Juguetes XXX|Dildos"
"1573";"PD4556-23";"Juguetes XXX|Arneses";"Juguetes XXX|Anal";"Juguetes XXX|Fetish / Bondage";"Juguetes XXX|Dildos"
"20218";"PD5307-12";"Juguetes XXX|Dildos"
"20219";"PD5308-12";"Juguetes XXX|Dildos"
"18504";"PD5309-12";"Juguetes XXX|Dildos"
"16372";"PD5313-23";"Juguetes XXX|Arneses";"Juguetes XXX|Dildos"
"2573";"D-194363";"Juguetes XXX|Desarrolladores";"Juguetes XXX|Estimuladores"
"2981";"D-194501";"Juguetes XXX|Acuaticos";"Juguetes XXX|Desarrolladores";"Juguetes XXX|Estimuladores"
"5759";"D-196600";"Juguetes XXX|Acuaticos";"Juguetes XXX|Anal";"Juguetes XXX|Estimuladores"
"6017";"D-196777";"Juguetes XXX|Arneses";"Juguetes XXX|Estimuladores"
"6018";"D-196778";"Juguetes XXX|Arneses";"Juguetes XXX|Estimuladores"
"6019";"D-196779";"Juguetes XXX|Arneses";"Juguetes XXX|Estimuladores"
"6390";"D-196998";"Juguetes XXX|Arneses";"Juguetes XXX|Estimuladores"
"6739";"D-197143";"Juguetes XXX|Desarrolladores";"Juguetes XXX|Estimuladores"
"6740";"D-197144";"Juguetes XXX|Desarrolladores";"Juguetes XXX|Estimuladores"
"6741";"D-197145";"Juguetes XXX|Desarrolladores";"Juguetes XXX|Estimuladores"
"8526";"D-199368";"Juguetes XXX|Dildos";"Juguetes XXX|Estimuladores"
"9421";"D-199844";"Juguetes XXX|Estimuladores"
"9423";"D-199846";"Juguetes XXX|Estimuladores"
"9425";"D-199848";"Juguetes XXX|Estimuladores"
"9427";"D-199850";"Juguetes XXX|Estimuladores"
"9950";"D-199986";"Juguetes XXX|Acuaticos";"Juguetes XXX|Arneses";"Juguetes XXX|Estimuladores"
"11582";"D-202185";"Juguetes XXX|Estimuladores"
"11583";"D-202186";"Juguetes XXX|Estimuladores"
"12702";"D-205208";"Juguetes XXX|Bocas y Manos";"Juguetes XXX|Estimuladores"
"13142";"D-205650";"Juguetes XXX|Acuaticos";"Juguetes XXX|Accesorios para el pene";"Juguetes XXX|Estimuladores"
"13143";"D-205651";"Juguetes XXX|Accesorios para el pene";"Juguetes XXX|Estimuladores"
"13146";"D-205654";"Juguetes XXX|Accesorios para el pene";"Juguetes XXX|Estimuladores"
"13147";"D-205655";"Juguetes XXX|Accesorios para el pene";"Juguetes XXX|Estimuladores"
"13150";"D-205658";"Juguetes XXX|Accesorios para el pene";"Juguetes XXX|Estimuladores"
"13151";"D-205659";"Juguetes XXX|Accesorios para el pene";"Juguetes XXX|Estimuladores"
"13810";"D-207053";"Juguetes XXX|Accesorios para el pene";"Juguetes XXX|Control remoto";"Juguetes XXX|Estimuladores"
"14395";"D-207649";"Juguetes XXX|Accesorios para el pene";"Juguetes XXX|Estimuladores"
"14509";"D-207765";"Juguetes XXX|Accesorios para el pene";"Juguetes XXX|Estimuladores"
"14510";"D-207766";"Juguetes XXX|Accesorios para el pene";"Juguetes XXX|Estimuladores"
"14511";"D-207767";"Juguetes XXX|Accesorios para el pene";"Juguetes XXX|Estimuladores"
"14578";"D-207834";"Juguetes XXX|Estimuladores"
"14754";"D-208177";"Juguetes XXX|Accesorios para el pene";"Juguetes XXX|Estimuladores"
"15456";"D-208877";"Juguetes XXX|Accesorios para el pene";"Juguetes XXX|Estimuladores"
"15458";"D-208879";"Juguetes XXX|Accesorios para el pene";"Juguetes XXX|Estimuladores"
"15985";"D-209910";"Juguetes XXX|Accesorios para el pene";"Juguetes XXX|Estimuladores"
"16101";"D-210026";"Juguetes XXX|Accesorios para el pene";"Juguetes XXX|Estimuladores"
"16103";"D-210028";"Juguetes XXX|Accesorios para el pene";"Juguetes XXX|Estimuladores"
"16205";"D-210128";"Juguetes XXX|Accesorios para el pene";"Juguetes XXX|Control remoto";"Juguetes XXX|Estimuladores"
"16206";"D-210129";"Juguetes XXX|Accesorios para el pene";"Juguetes XXX|Control remoto";"Juguetes XXX|Estimuladores"
"16386";"D-210190";"Juguetes XXX|Accesorios para el pene";"Juguetes XXX|Estimuladores"
"16387";"D-210191";"Juguetes XXX|Accesorios para el pene";"Juguetes XXX|Estimuladores"
"16388";"D-210192";"Juguetes XXX|Accesorios para el pene";"Juguetes XXX|Estimuladores"
"16390";"D-210194";"Juguetes XXX|Accesorios para el pene";"Juguetes XXX|Estimuladores"
"16391";"D-210195";"Juguetes XXX|Accesorios para el pene";"Juguetes XXX|Estimuladores"
"16396";"D-210200";"Juguetes XXX|Accesorios para el pene";"Juguetes XXX|Estimuladores"
"16404";"D-210206";"Juguetes XXX|Accesorios para el pene";"Juguetes XXX|Estimuladores"
"16405";"D-210207";"Juguetes XXX|Accesorios para el pene";"Juguetes XXX|Estimuladores"
"16678";"D-210464";"Juguetes XXX|Accesorios para el pene";"Juguetes XXX|Estimuladores"
"16679";"D-210465";"Juguetes XXX|Accesorios para el pene";"Juguetes XXX|Estimuladores"
"16722";"D-210492";"Juguetes XXX|Accesorios para el pene";"Juguetes XXX|Estimuladores"
"16723";"D-210493";"Juguetes XXX|Accesorios para el pene";"Juguetes XXX|Estimuladores"
"16724";"D-210494";"Juguetes XXX|Accesorios para el pene";"Juguetes XXX|Estimuladores"
"17160";"D-210946";"Juguetes XXX|Accesorios para el pene";"Juguetes XXX|Estimuladores"
"17161";"D-210947";"Juguetes XXX|Accesorios para el pene";"Juguetes XXX|Estimuladores"
"17162";"D-210948";"Juguetes XXX|Accesorios para el pene";"Juguetes XXX|Estimuladores"
